timestamp_utc,premium,position_sign,position_size,position,position_event,holding_bars,decision,gross_pnl,costs,net_pnl,cum_pnl,drawdown
2023-03-10 00:00:00+00:00,-0.00012160306959474454,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,-0.0,0.0
2023-03-10 00:01:00+00:00,0.0002454941940330801,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,-0.0,0.0
2023-03-10 00:02:00+00:00,0.00024273060024289822,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:03:00+00:00,0.00015781929930811265,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:04:00+00:00,0.0005353317816424658,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:05:00+00:00,0.0003150883256812184,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:06:00+00:00,0.00016988402486506034,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:07:00+00:00,2.8368662844315243e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:08:00+00:00,-0.00012888426911240853,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:09:00+00:00,-0.00017557989327144724,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:10:00+00:00,-7.58491532850001e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:11:00+00:00,-0.00021637779851479136,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:12:00+00:00,0.00014746126364880888,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:13:00+00:00,-0.000528559444003154,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:14:00+00:00,-0.00041959322969927567,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:15:00+00:00,-0.0007785687940682116,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:16:00+00:00,-0.00018378891897869186,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:17:00+00:00,-0.00010298493363170209,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:18:00+00:00,-0.0005975887212834609,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:19:00+00:00,-0.001224396917090495,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:20:00+00:00,-0.000861028328680193,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:21:00+00:00,-0.0009784496637672644,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:22:00+00:00,-0.001066444906774476,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:23:00+00:00,-0.00026743419211652884,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:24:00+00:00,0.00017643790323745788,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:25:00+00:00,0.0004373150792928618,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:26:00+00:00,0.0001315506390055075,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:27:00+00:00,-0.0003998759528416988,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:28:00+00:00,-3.6770893646294295e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:29:00+00:00,-7.272746853208278e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:30:00+00:00,-3.1879507807761984e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:31:00+00:00,0.00010317605615468696,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:32:00+00:00,0.00023064465977319084,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:33:00+00:00,0.00022838752352494768,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:34:00+00:00,0.0005899789930931394,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:35:00+00:00,0.00035225273045079843,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:36:00+00:00,2.036658688304802e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:37:00+00:00,0.00011264788745761814,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:38:00+00:00,-0.00012532192577689965,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:39:00+00:00,0.00014475709101110907,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:40:00+00:00,6.744458765737522e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:41:00+00:00,-6.800035334539702e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:42:00+00:00,0.0002029130759357264,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:43:00+00:00,0.00019273918752778522,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:44:00+00:00,0.00040285597869761387,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:45:00+00:00,0.00011181695432379947,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:46:00+00:00,0.0002379784993875392,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:47:00+00:00,0.00014643344980357152,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:48:00+00:00,0.0002117885994861092,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:49:00+00:00,0.00037806008295733376,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:50:00+00:00,0.00016362454470946305,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:51:00+00:00,-0.0001504768295024654,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:52:00+00:00,-0.00015738785630003185,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:53:00+00:00,-0.0001797746203266951,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:54:00+00:00,0.00013082128244897828,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:55:00+00:00,0.0004918258690988089,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:56:00+00:00,-7.392975822668495e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:57:00+00:00,-0.00011860491482189435,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:58:00+00:00,0.0001191596444408038,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:59:00+00:00,-0.00015270834558060926,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 01:00:00+00:00,-0.00031204767446938033,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 01:01:00+00:00,-0.0005572871828052522,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 01:02:00+00:00,-0.0004848066570518376,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 01:03:00+00:00,-0.0005581286708822877,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 01:04:00+00:00,0.00011953184165939469,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 01:05:00+00:00,-0.00021149205673943967,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
