split_id,test_episode,variant_id,premium_mode,gating_requested,statmech_requested,hawkes_requested_variant,scenario,sharpe,sharpe_full_annualized,sharpe_active,sharpe_active_annualized,max_drawdown,turnover,pnl_net,flip_rate,hit_rate,active_ratio,avg_active_position_size,position_flip_rate,avg_holding_bars,n_bars,n_active_bars,horizon_days,annualization_factor,cost_bps_applied_mean,statmech_effective_on,gating_effective_on,gating_effective_reason,hawkes_requested,hawkes_quality_pass,hawkes_quality_reason,hawkes_effective_on,hawkes_effective_reason,hawkes_refit_count,hawkes_fit_ok_ratio,hawkes_n_unique,hawkes_n_std
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,fees_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.6,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,spread_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.4000000000000001,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,latency_1bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,liquidity_half,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,debiased,False,False,False,combined_worst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,2.0,False,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,fees_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.6,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,spread_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.4000000000000001,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,latency_1bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,liquidity_half,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,debiased,False,False,True,combined_worst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,2.0,False,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,fees_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.6,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,spread_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.4000000000000001,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,latency_1bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,liquidity_half,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,debiased,False,True,False,combined_worst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,2.0,True,False,disabled_by_variant,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,fees_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.6,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,spread_x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.4000000000000001,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,latency_1bar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,liquidity_half,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,debiased,False,True,True,combined_worst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003473428273706148,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,2.0,True,False,disabled_by_variant,True,False,"insufficient_refits,low_fit_ok_ratio,low_n_unique,low_n_variance",False,gating_effective_off,0.0,0.0,0.0,0.0
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_off,debiased,True,False,False,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2880,0,1.9993055555555554,725.2309976828072,1.0,False,False,requires_statmech,False,False,disabled_by_variant,False,disabled_by_variant,0.0,0.0,0.0,0.0
