split_id,test_episode,variant_id,base_sharpe,base_pnl_net,base_pass,pass_fees_x2,pass_spread_x2,pass_latency_1bar,pass_liquidity_half,single_pass_count,singles_majority_pass,combined_worst_sharpe,combined_worst_pnl_net,combined_worst_pass,verdict_pass
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_on__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
1,data/processed/episodes/usdc_depeg_2023/prices_matrix.csv,premium_naive__gating_on__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_on__statmech_on__hawkes_off,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
2,data/processed/episodes/usdc_depeg_2023_spot/prices_matrix.csv,premium_naive__gating_on__statmech_on__hawkes_on,0.0,0.0,False,False,False,False,False,0,False,0.0,0.0,False,False
3,data/processed/episodes/march_vol_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,-0.007161000008511398,-0.0012732020289956312,False,False,False,False,False,0,False,-0.019716646371156176,-0.003570778807221677,False,False
3,data/processed/episodes/march_vol_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,-0.007161000008511398,-0.0012732020289956312,False,False,False,False,False,0,False,-0.019716646371156176,-0.003570778807221677,False,False
3,data/processed/episodes/march_vol_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,-0.00532659102127111,-0.0008933444006328538,False,False,False,False,False,0,False,-0.022984778161131127,-0.004011129400709898,False,False
3,data/processed/episodes/march_vol_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,-0.00532659102127111,-0.0008933444006328538,False,False,False,False,False,0,False,-0.022984778161131127,-0.004011129400709898,False,False
3,data/processed/episodes/march_vol_2024_binance/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_off,-0.007161000008511398,-0.0012732020289956312,False,False,False,False,False,0,False,-0.019716646371156176,-0.003570778807221677,False,False
