timestamp_utc,premium,position_sign,position_size,position,position_event,holding_bars,decision,gross_pnl,costs,net_pnl,cum_pnl,drawdown
2023-03-10 00:00:00+00:00,-5.8938575214995126e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,-0.0,0.0
2023-03-10 00:01:00+00:00,-9.973873863344807e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:02:00+00:00,2.998411579469007e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:03:00+00:00,-0.00016126613618183683,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:04:00+00:00,4.229691946200376e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:05:00+00:00,5.3627071942230486e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:06:00+00:00,-0.00012395029609102437,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:07:00+00:00,3.83822756599983e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:08:00+00:00,-0.00023279111482921166,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:09:00+00:00,-0.0002890138567046563,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:10:00+00:00,-6.750326370941195e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:11:00+00:00,-0.00025152257597049754,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:12:00+00:00,0.00016703691579245117,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:13:00+00:00,-0.00013185286128702955,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:14:00+00:00,4.6009822858295024e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:15:00+00:00,-6.797143713832554e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:16:00+00:00,0.00019406898443996567,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:17:00+00:00,0.00032131504771015784,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:18:00+00:00,-0.0002159750900645463,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:19:00+00:00,-0.0001993751925351006,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:20:00+00:00,-8.787121560516198e-05,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:21:00+00:00,-0.00019727261972057875,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:22:00+00:00,-0.00020058048956528296,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:23:00+00:00,0.0002360983415350404,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:24:00+00:00,-4.32586922070044e-05,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:25:00+00:00,0.00012555049317342082,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:26:00+00:00,-0.00026281594266563957,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2023-03-10 00:27:00+00:00,-0.00013695408189207114,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:28:00+00:00,0.00013500575035685358,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2023-03-10 00:29:00+00:00,-0.0001275895530206128,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
