split_id,test_episode,variant_id,base_sharpe,base_pnl_net,base_pass,pass_fees_x2,pass_spread_x2,pass_latency_1bar,pass_liquidity_half,single_pass_count,singles_majority_pass,combined_worst_sharpe,combined_worst_pnl_net,combined_worst_pass,verdict_pass
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_off,-0.012382787473094967,-0.0016313963023608176,False,False,False,False,False,0,False,-0.03306762607484706,-0.004549523938224238,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_off__hawkes_on,-0.012382787473094967,-0.0016313963023608176,False,False,False,False,False,0,False,-0.03306762607484706,-0.004549523938224238,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_off,-0.016146264502541398,-0.0016711845957227307,False,False,False,False,False,0,False,-0.0411196727481529,-0.004531456187898148,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_off__statmech_on__hawkes_on,-0.016146264502541398,-0.0016711845957227307,False,False,False,False,False,0,False,-0.0411196727481529,-0.004531456187898148,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_off,-0.012382787473094967,-0.0016313963023608176,False,False,False,False,False,0,False,-0.03306762607484706,-0.004549523938224238,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_on__statmech_off__hawkes_on,-0.012382787473094967,-0.0016313963023608176,False,False,False,False,False,0,False,-0.03306762607484706,-0.004549523938224238,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_off,-0.003949682810696965,-0.0002943876232703352,False,False,False,False,False,0,False,-0.007939583140587765,-0.0005991237198953355,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_debiased__gating_on__statmech_on__hawkes_on,-0.003949682810696965,-0.0002943876232703352,False,False,False,False,False,0,False,-0.007939583140587765,-0.0005991237198953355,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_off,-0.005231622280234511,-0.0009796187590530325,False,False,False,False,False,0,False,-0.012672903441932913,-0.002416099956075783,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_off__statmech_off__hawkes_on,-0.005231622280234511,-0.0009796187590530325,False,False,False,False,False,0,False,-0.012672903441932913,-0.002416099956075783,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_off,-0.005294869693845402,-0.0010506599069341589,False,False,False,False,False,0,False,-0.021223922367133788,-0.004421648857183767,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_off__statmech_on__hawkes_on,-0.005294869693845402,-0.0010506599069341589,False,False,False,False,False,0,False,-0.021223922367133788,-0.004421648857183767,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_off,-0.005231622280234511,-0.0009796187590530325,False,False,False,False,False,0,False,-0.012672903441932913,-0.002416099956075783,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_on__statmech_off__hawkes_on,-0.005231622280234511,-0.0009796187590530325,False,False,False,False,False,0,False,-0.012672903441932913,-0.002416099956075783,False,False
1,data/processed/episodes/yen_unwind_2024_binance/prices_matrix.csv,premium_naive__gating_on__statmech_on__hawkes_off,-0.005812019996560421,-0.0006778512906146637,False,False,False,False,False,0,False,-0.015536439594745549,-0.001904225199533109,False,False
