timestamp_utc,premium,position_sign,position_size,position,position_event,holding_bars,decision,gross_pnl,costs,net_pnl,cum_pnl,drawdown
2024-08-05 00:00:00+00:00,-0.0004573851560376596,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,-0.0,0.0
2024-08-05 00:01:00+00:00,-0.000348834884070115,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,-0.0,0.0
2024-08-05 00:02:00+00:00,-0.0004676327723860396,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:03:00+00:00,-0.00044634635884754914,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:04:00+00:00,-0.00038273702057622927,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:05:00+00:00,-0.0003952399486664149,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:06:00+00:00,-0.0003956230503483482,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:07:00+00:00,-0.0005068249517456991,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:08:00+00:00,-0.00029236380280650565,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:09:00+00:00,-0.00038095568387674916,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:10:00+00:00,-0.0004046706658602517,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:11:00+00:00,-0.00036729779385069605,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:12:00+00:00,-0.0005465776672970435,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:13:00+00:00,-0.00045162188932046377,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:14:00+00:00,-0.0005060493541790834,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:15:00+00:00,-0.0003528465586501994,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:16:00+00:00,-0.000379328007747759,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:17:00+00:00,-0.00041671329232961796,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:18:00+00:00,-0.00023601263396777483,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:19:00+00:00,-0.000727968280891389,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:20:00+00:00,-0.0006195508281745532,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:21:00+00:00,-0.0006203468784597987,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:22:00+00:00,-0.0007159959628904033,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:23:00+00:00,-0.0006376238203387175,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:24:00+00:00,-0.0004244536207522742,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:25:00+00:00,-0.0006277026290639753,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
2024-08-05 00:26:00+00:00,-0.0005670432858284613,0.0,0.0,0.0,Flat,0,Widen,-0.0,0.0,-0.0,0.0,0.0
2024-08-05 00:27:00+00:00,-0.0006067390000588091,0.0,0.0,0.0,Flat,0,Widen,0.0,0.0,0.0,0.0,0.0
